year,page_numbers,line_number,smsa_name,total_units,private_total,private_1_unit,private_2_units,private_3_4_units,private_5plus_units,public_units,private_structures,total_valuation,private_valuation,private_1_unit_val,private_2_units_val,private_3_4_units_val,private_5plus_units_val,public_valuation
1979,pages_11_12.json,60,OUTSIDE CENTRAL CITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,pages_11_12.json,61,"HOUSTON, TEX.",52411,52411,23030,422,239,28720,0,2369,1664756,1664756,1117067,10727,4944,532017,0
1979,pages_11_12.json,62,HOUSTON.,21034,21034,3243,98,24,17669,0,1629,549838,549838,196167,3173,915,349583,0
1979,pages_11_12.json,63,OUTSIDE CENTRAL CITY,31377,31377,19787,324,215,11051,0,740,1114917,1114917,920900,7553,4029,182435,0
1979,pages_11_12.json,64,HUNTINGTON-ASHLAND WV-KY-OH.,599,599,175,12,8,404,0,18,18560,18560,7149,285,229,10896,0
1979,pages_11_12.json,65,INSIDE CENTRAL CITIES.,183,183,54,12,0,117,0,10,6006,6006,2349,285,0,3371,0
1979,pages_11_12.json,66,ASHLAND.,28,28,13,10,0,5,0,1,946,946,606,240,0,100,0
1979,pages_11_12.json,67,HUNTINGTON,155,155,41,2,0,112,0,9,5060,5060,1743,45,0,3271,0
1979,pages_11_12.json,68,OUTSIDE CENTRAL CITIES,416,416,121,0,8,287,0,8,12554,12554,4800,0,229,7525,0
1979,pages_13_14.json,1,"HUNTSVILLE, ALA.",1728,1703,941,14,204,544,25,45,31201,30708,22782,221,2265,5440,493
1979,pages_13_14.json,2,HUNTSVILLE,1099,1099,517,14,196,372,0,34,15993,15993,10292,221,2150,3329,0
1979,pages_13_14.json,3,OUTSIDE CENTRAL CITY,629,604,424,0,8,172,25,11,15208,14715,12489,0,115,2111,493
1979,pages_13_14.json,4,"INDIANAPOLIS, IND.",7505,7505,4569,96,142,2698,0,213,317717,317717,264036,2765,5982,44934,0
1979,pages_13_14.json,5,INDIANAPOLIS #,3879,3879,1752,16,87,2024,0,175,130572,130572,92040,754,4073,33705,0
1979,pages_13_14.json,6,OUTSIDE CENTRAL CITY,3626,3626,2817,80,55,674,0,38,187145,187145,171995,2012,1909,11229,0
1979,pages_13_14.json,7,"IOWA CITY, IOWA.",582,582,288,90,63,141,0,8,23578,23578,15703,3148,1474,3253,0
1979,pages_13_14.json,8,IOWA CITY.,299,299,151,16,15,117,0,5,11714,11714,7824,618,474,2798,0
1979,pages_13_14.json,9,OUTSIDE CENTRAL CITY,283,283,137,74,48,24,0,3,11864,11864,7879,2530,1000,455,0
1979,pages_13_14.json,10,"JACKSON, MICH.",819,771,615,10,7,139,48,15,26747,24232,21290,186,191,2566,2514
1979,pages_13_14.json,11,JACKSON.,179,131,3,0,3,125,48,13,5049,2535,139,0,146,2250,2514
1979,pages_13_14.json,12,OUTSIDE CENTRAL CITY,640,640,612,10,4,14,0,2,21697,21697,21151,186,45,316,0
1979,pages_13_14.json,13,"JACKSON, MISS.",2120,2120,1304,90,19,707,0,85,65252,65252,50789,2672,791,11000,0
1979,pages_13_14.json,14,JACKSON.,1158,1158,611,52,12,483,0,64,29617,29617,21536,1563,472,6047,0
1979,pages_13_14.json,15,OUTSIDE CENTRAL CITY,962,962,693,38,7,224,0,21,35635,35635,29253,1110,320,4953,0
1979,pages_13_14.json,16,"JACKSONVILLE, FLA.",6330,6330,4778,104,274,1174,0,131,211971,211971,177054,3496,5450,25972,0
1979,pages_13_14.json,17,JACKSONVILLE #,3273,3273,2385,10,108,770,0,90,101826,101826,84736,183,2035,14872,0
1979,pages_13_14.json,18,OUTSIDE CENTRAL CITY,3057,3057,2393,94,166,404,0,41,110146,110146,92318,3313,3415,11100,0
1979,pages_13_14.json,19,"JANESVILLE-BELOIT, WIS.",534,534,436,74,0,24,0,2,22283,22283,19669,2165,0,450,0
1979,pages_13_14.json,20,INSIDE CENTRAL CITIES.,314,314,230,60,0,24,0,2,11890,11890,9703,1737,0,450,0
1979,pages_13_14.json,21,BELOIT,36,36,32,4,0,0,0,0,1223,1223,1108,115,0,0,0
1979,pages_13_14.json,22,JANESVILLE,278,278,198,56,0,24,0,2,10667,10667,8595,1622,0,450,0
1979,pages_13_14.json,23,OUTSIDE CENTRAL CITIES,220,220,206,14,0,0,0,0,10394,10394,9966,428,0,0,0
1979,pages_13_14.json,24,"JERSEY CITY, N.J.",1006,1006,11,120,0,875,0,5,40308,40308,428,3387,0,36493,0
1979,pages_13_14.json,25,JERSEY CITY.,387,387,0,24,0,363,0,2,12373,12373,0,465,0,11908,0
1979,pages_13_14.json,26,OUTSIDE CENTRAL CITY,619,619,11,96,0,512,0,3,27935,27935,428,2922,0,24585,0
1979,pages_13_14.json,27,JOHNSON CITY-KINGSPORT-BRISTOL TENN.-VA.,1343,1343,964,38,29,312,0,33,43932,43932,37074,1041,476,5341,0
1979,pages_13_14.json,28,INSIDE CENTRAL CITIES.,552,552,309,8,8,227,0,24,17260,17260,13132,140,205,3783,0
1979,pages_13_14.json,29,BRISTOL.,83,83,77,6,0,0,0,0,1923,1923,1858,65,0,0,0
1979,pages_13_14.json,30,JOHNSON CITY,219,219,142,2,4,71,0,7,7865,7865,6627,75,140,1023,0
1979,pages_13_14.json,31,KINGSPORT.,250,250,90,0,4,156,0,17,7472,7472,4647,0,65,2760,0
1979,pages_13_14.json,32,OUTSIDE CENTRAL CITIES,791,791,655,30,21,85,0,9,26672,26672,23942,901,271,1558,0
1979,pages_13_14.json,33,"JOHNSTOWN, PA.",654,654,495,30,3,126,0,8,20998,20998,17508,493,75,2923,0
1979,pages_13_14.json,34,JOHNSTOWN.,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0
1979,pages_13_14.json,35,OUTSIDE CENTRAL CITY,626,626,481,16,3,126,0,8,20487,20487,17121,368,75,2923,0
1979,pages_13_14.json,36,"KALAMAZOO-PORTAGE, MICH.",1838,1838,966,10,112,750,0,51,61211,61211,46021,293,2329,12568,0
1979,pages_13_14.json,37,INSIDE CENTRAL CITIES.,505,505,204,0,4,297,0,15,15479,15479,11352,0,90,4038,0
1979,pages_13_14.json,38,KALAMAZOO.,236,236,80,0,0,156,0,12,8110,8110,4973,0,0,3138,0
1979,pages_13_14.json,39,PORTAGE.,269,269,124,0,4,141,0,3,7369,7369,6379,0,90,900,0
1979,pages_13_14.json,40,OUTSIDE CENTRAL CITIES,1333,1333,762,10,108,453,0,36,45732,45732,34670,293,2239,8531,0
1979,pages_13_14.json,41,"KANKAKEE, ILL.",461,461,178,22,16,245,0,18,15389,15389,9442,776,461,4709,0
1979,pages_13_14.json,42,KANKAKEE,165,165,6,6,0,153,0,8,3774,3774,363,105,0,3306,0
1979,pages_13_14.json,43,OUTSIDE CENTRAL CITY,296,296,172,16,16,92,0,10,11614,11614,9078,671,461,1403,0
1979,pages_13_14.json,44,"KANSAS CITY, MO.-KANS.",7798,7798,5782,684,232,1100,0,65,316962,316962,267473,19375,4590,25524,0
1979,pages_13_14.json,45,INSIDE CENTRAL CITIES.,1358,1358,845,146,28,339,0,34,47725,47725,34919,4644,644,7518,0
1979,pages_13_14.json,46,"KANSAS CITY, KANS.",318,318,228,30,28,32,0,1,13016,13016,10871,931,644,570,0
1979,pages_13_14.json,47,"KANSAS CITY, MO.",1040,1040,617,116,0,307,0,33,34709,34709,24048,3713,0,6948,0
1979,pages_13_14.json,48,OUTSIDE CENTRAL CITIES,6440,6440,4937,538,204,761,0,31,269237,269237,232554,14731,3946,18006,0
1979,pages_13_14.json,49,"KENOSHA, WIS.",497,497,356,22,0,119,0,9,21948,21948,18366,752,0,2830,0
1979,pages_13_14.json,50,KENOSHA.,235,235,114,18,0,103,0,8,8464,8464,5340,594,0,2530,0
1979,pages_13_14.json,51,OUTSIDE CENTRAL CITY,262,262,242,4,0,16,0,1,13484,13484,13026,158,0,300,0
1979,pages_13_14.json,52,"KILLEEN-TEMPLE, TEX.",1014,1014,684,52,124,154,0,7,35385,35385,29685,1285,2038,2377,0
1979,pages_13_14.json,53,INSIDE CENTRAL CITIES.,600,600,407,40,80,73,0,2,21032,21032,17459,1071,1369,1133,0
1979,pages_13_14.json,54,KILLEEN.,335,335,249,18,68,0,0,0,10200,10200,8644,437,1119,0,0
1979,pages_13_14.json,55,TEMPLE,265,265,158,22,12,73,0,2,10832,10832,8815,634,250,1133,0
1979,pages_13_14.json,56,OUTSIDE CENTRAL CITIES,414,414,277,12,44,81,0,5,14354,14354,12226,214,669,1244,0
1979,pages_13_14.json,57,"KNOXVILLE, TENN.",4155,4155,2108,42,143,1862,0,117,104434,104434,74365,748,2319,27003,0
1979,pages_13_14.json,58,KNOXVILLE.,1024,1024,356,28,12,628,0,44,24121,24121,10496,467,186,12973,0
1979,pages_13_14.json,59,OUTSIDE CENTRAL CITY,3131,3131,1752,14,131,1234,0,73,80313,80313,63869,281,2133,14030,0
1979,pages_13_14.json,60,"KOKOMO, IND.",406,406,240,28,4,134,0,3,16467,16467,12908,1019,100,2440,0
1979,pages_13_14.json,61,KOKOMO,216,216,86,26,4,100,0,1,7203,7203,4234,919,100,1950,0
1979,pages_13_14.json,62,OUTSIDE CENTRAL CITY,190,190,154,2,0,34,0,2,9264,9264,8674,100,0,490,0
1979,pages_13_14.json,63,"LACROSSE, WIS.",875,845,400,96,44,305,30,25,29992,29199,20103,2829,1664,4604,793
1979,pages_13_14.json,64,LACROSSE,338,308,28,34,36,210,30,14,7912,7120,1797,1050,1354,2920,793
1979,pages_13_14.json,65,OUTSIDE CENTRAL CITY,537,537,372,62,8,95,0,11,22079,22079,18306,1779,310,1684,0
1979,pages_15_16.json,1,"LAFAYETTE, LA.",2694,2694,1503,58,83,1050,0,34,92905,92905,71176,1274,2732,17723,0
1979,pages_15_16.json,2,INSIDE CENTRAL CITY,926,926,346,0,28,552,0,30,29656,29656,17325,0,1594,10737,0
1979,pages_15_16.json,3,OUTSIDE CENTRAL CITY,1768,1768,1157,58,55,498,0,4,63249,63249,53851,1274,1138,6986,0
1979,pages_15_16.json,4,"LAFAYETTE-WEST LAFAYETTE, IND.",760,760,484,62,12,202,0,7,28848,28848,22391,1342,265,4850,0
1979,pages_15_16.json,5,INSIDE CENTRAL CITIES.,462,462,236,20,12,194,0,6,15331,15331,9932,364,265,4770,0
1979,pages_15_16.json,6,LAFAYETTE.,150,150,114,18,12,6,0,1,5797,5797,5132,274,265,126,0
1979,pages_15_16.json,7,WEST LAFAYETTE,312,312,122,2,0,188,0,5,9534,9534,4800,90,0,4644,0
1979,pages_15_16.json,8,OUTSIDE CENTRAL CITIES,298,298,248,42,0,8,0,1,13518,13518,12460,978,0,80,0
1979,pages_15_16.json,9,"LAKE CHARLES, LA.",594,594,339,24,99,132,0,4,22657,22657,15315,605,2140,4597,0
1979,pages_15_16.json,10,LAKE CHARLES,383,383,174,14,79,116,0,2,13887,13887,7457,357,1750,4350,0
1979,pages_15_16.json,11,OUTSIDE CENTRAL CITY,211,211,165,10,20,16,0,2,8771,8771,7885,249,390,247,0
1979,pages_15_16.json,12,"LAKELAND-WINTER HAVEN, FLA.",3898,3898,2554,570,248,526,0,57,108278,108278,83943,10756,4176,9403,0
1979,pages_15_16.json,13,INSIDE CENTRAL CITIES.,662,662,237,162,85,178,0,9,15241,15241,7363,2832,1542,3504,0
1979,pages_15_16.json,14,LAKELAND,346,346,115,132,57,42,0,6,7243,7243,3316,2295,1108,524,0
1979,pages_15_16.json,15,WINTER HAVEN,316,316,122,30,28,136,0,3,7998,7998,4047,537,434,2980,0
1979,pages_15_16.json,16,OUTSIDE CENTRAL CITIES,3236,3236,2317,408,163,348,0,48,93037,93037,76581,7924,2634,5899,0
1979,pages_15_16.json,17,"LANCASTER, PA.",1783,1783,1317,42,27,397,0,47,67589,67589,60654,1027,579,5328,0
1979,pages_15_16.json,18,LANCASTER.,23,23,21,2,0,0,0,0,794,794,759,35,0,0,0
1979,pages_15_16.json,19,OUTSIDE CENTRAL CITY,1760,1760,1296,40,27,397,0,47,66795,66795,59895,992,579,5328,0
1979,pages_15_16.json,20,"LANSING-EAST LANSING, MICH.",3986,3986,2237,122,190,1437,0,71,135041,135041,97525,4437,5168,27911,0
1979,pages_15_16.json,21,INSIDE CENTRAL CITIES.,1229,1229,534,84,4,607,0,12,39430,39430,21863,3202,100,14266,0
1979,pages_15_16.json,22,EAST LANSING,365,365,145,60,0,160,0,3,15259,15259,8685,2505,0,4069,0
1979,pages_15_16.json,23,LANSING.,864,864,389,24,4,447,0,9,24171,24171,13178,697,100,10197,0
1979,pages_15_16.json,24,OUTSIDE CENTRAL CITIES,2757,2757,1703,38,186,830,0,59,95611,95611,75662,1235,5068,13646,0
1979,pages_15_16.json,25,"LAREDO, TEX.",523,523,362,4,4,153,0,4,14544,14544,12467,99,60,1919,0
1979,pages_15_16.json,26,LAREDO,523,523,362,4,4,153,0,4,14544,14544,12467,99,60,1919,0
1979,pages_15_16.json,27,OUTSIDE CENTRAL CITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,pages_15_16.json,28,"LAS CRUCES, N.MEX.",1043,1043,794,46,137,66,0,3,35643,35643,30700,1220,2958,765,0
1979,pages_15_16.json,29,LAS CRUCES,576,576,365,12,133,66,0,3,18503,18503,14559,347,2833,765,0
1979,pages_15_16.json,30,OUTSIDE CENTRAL CITY,467,467,429,34,4,0,0,0,17139,17139,16141,873,125,0,0
1979,pages_15_16.json,31,"LAS VEGAS, NEV.",12644,12644,7422,60,1120,4042,0,346,422327,422327,320685,1523,27473,72647,0
1979,pages_15_16.json,32,LAS VEGAS.,3752,3752,2096,0,627,1029,0,52,117558,117558,86875,0,14851,15833,0
1979,pages_15_16.json,33,OUTSIDE CENTRAL CITY,8892,8892,5326,60,493,3013,0,294,304769,304769,233810,1523,12622,56814,0
1979,pages_15_16.json,34,"LAWRENCE, KANS.",604,604,307,62,51,184,0,10,21258,21258,14707,1560,931,4060,0
1979,pages_15_16.json,35,LAWRENCE,488,488,195,62,47,184,0,10,16062,16062,9551,1560,891,4060,0
1979,pages_15_16.json,36,OUTSIDE CENTRAL CITY,116,116,112,0,4,0,0,0,5196,5196,5156,0,40,0,0
1979,pages_15_16.json,37,LAWRENCE-HAVERHILL MA-NH,1437,1392,886,36,0,470,45,11,49458,49233,37755,764,0,10714,225
1979,pages_15_16.json,38,INSIDE CENTRAL CITIES.,355,355,72,10,0,273,0,6,8820,8820,2251,205,0,6364,0
1979,pages_15_16.json,39,HAVERHILL,90,90,50,8,0,32,0,2,2091,2091,1442,175,0,474,0
1979,pages_15_16.json,40,LAWRENCE,265,265,22,2,0,241,0,4,6729,6729,809,30,0,5890,0
1979,pages_15_16.json,41,OUTSIDE CENTRAL CITIES,1082,1037,814,26,0,197,45,5,40638,40413,35504,559,0,4350,225
1979,pages_15_16.json,42,"LAWTON, OKLA.",961,961,531,12,19,399,0,21,28052,28052,21949,371,430,5302,0
1979,pages_15_16.json,43,LAWTON,935,935,505,12,19,399,0,21,27014,27014,20911,371,430,5302,0
1979,pages_15_16.json,44,OUTSIDE CENTRAL CITY,26,26,26,0,0,0,0,0,1038,1038,1038,0,0,0,0
1979,pages_15_16.json,45,"LEWISTON-AUBURN, MAINE",170,170,92,4,0,74,0,5,5595,5595,3671,112,0,1812,0
1979,pages_15_16.json,46,INSIDE CENTRAL CITIES.,139,139,68,4,0,67,0,4,4512,4512,2794,112,0,1607,0
1979,pages_15_16.json,47,AUBURN,77,77,30,4,0,43,0,1,2865,2865,1462,112,0,1292,0
1979,pages_15_16.json,48,LEWISTON,62,62,38,0,0,24,0,3,1647,1647,1332,0,0,315,0
1979,pages_15_16.json,49,OUTSIDE CENTRAL CITIES,31,31,24,0,0,7,0,1,1083,1083,878,0,0,205,0
1979,pages_15_16.json,50,"LEXINGTON-FAYETTE, KY.",2376,2376,1689,234,106,347,0,40,90566,90566,72120,7176,2250,9020,0
1979,pages_15_16.json,51,LEXINGTON-FAYETTE COUNTY,1553,1553,930,182,94,347,0,40,62683,62683,45591,6071,2001,9020,0
1979,pages_15_16.json,52,OUTSIDE CENTRAL CITY,823,823,759,52,12,0,0,0,27884,27884,26529,1106,249,0,0
1979,pages_15_16.json,53,"LIMA, OHIO",823,823,497,98,77,151,0,15,29802,29802,23576,2714,1871,1642,0
1979,pages_15_16.json,54,LIMA,94,94,51,2,36,5,0,1,2969,2969,2009,120,750,90,0
1979,pages_15_16.json,55,OUTSIDE CENTRAL CITY,729,729,446,96,41,146,0,14,26834,26834,21567,2594,1121,1552,0
1979,pages_15_16.json,56,"LINCOLN, NEBR.",1485,1485,992,102,50,341,0,41,40933,40933,33115,2276,787,4754,0
1979,pages_15_16.json,57,LINCOLN #,1456,1456,980,100,35,341,0,41,39944,39944,32507,2212,472,4754,0
1979,pages_15_16.json,58,OUTSIDE CENTRAL CITY,29,29,12,2,15,0,0,0,989,989,609,65,315,0,0
1979,pages_15_16.json,59,"LITTLE ROCK-N. LITTLE ROCK, ARK.",2059,2059,1533,32,151,343,0,39,90973,90973,77149,623,5416,7785,0
1979,pages_15_16.json,60,INSIDE CENTRAL CITIES.,1530,1530,1008,28,151,343,0,39,68852,68852,55097,554,5416,7785,0
1979,pages_15_16.json,61,LITTLE ROCK,1176,1176,722,22,151,281,0,38,53260,53260,41142,457,5416,6245,0
1979,pages_15_16.json,62,NORTH LITTLE ROCK,354,354,286,6,0,62,0,1,15592,15592,13955,97,0,1540,0
1979,pages_15_16.json,63,OUTSIDE CENTRAL CITIES,529,529,525,4,0,0,0,0,22121,22121,22052,69,0,0,0
1979,pages_15_16.json,64,"LONG BRANCH-ASBURY PARK, N.J.",2961,2961,2081,16,103,761,0,52,115119,115119,93986,340,3599,17194,0
1979,pages_15_16.json,65,INSIDE CENTRAL CITIES.,10,10,10,0,0,0,0,0,468,468,468,0,0,0,0
1979,pages_15_16.json,66,ASBURY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,pages_15_16.json,67,LONG BRANCH,10,10,10,0,0,0,0,0,468,468,468,0,0,0,0
1979,pages_15_16.json,68,OUTSIDE CENTRAL CITIES,2951,2951,2071,16,103,761,0,52,114651,114651,93518,340,3599,17194,0
1979,pages_17_18.json,1,"LONGVIEW-MARSHALL, TEX.",1444,1444,428,160,16,840,0,7,41437,41437,24056,4431,520,12429,0
1979,pages_17_18.json,2,INSIDE CENTRAL CITIES.,1318,1318,334,140,12,832,0,6,36982,36982,20134,4153,440,12255,0
1979,pages_17_18.json,3,LONGVIEW,1257,1257,275,138,12,832,0,5,34204,34204,17380,4129,440,12255,0
1979,pages_17_18.json,4,MARSHALL,61,61,59,2,0,0,0,1,2778,2778,2754,24,0,0,0
1979,pages_17_18.json,5,OUTSIDE CENTRAL CITIES,126,126,94,20,4,8,0,1,4455,4455,3923,278,80,174,0
1979,pages_17_18.json,6,"LORAIN-ELYRIA, OHIO.",1687,1687,999,222,20,446,0,30,73302,73302,57092,6358,378,9474,0
1979,pages_17_18.json,7,INSIDE CENTRAL CITIES.,776,776,268,190,20,298,0,14,25295,25295,14226,5265,378,5426,0
1979,pages_17_18.json,8,ELYRIA,327,327,187,16,12,112,0,11,10944,10944,9118,464,220,1142,0
1979,pages_17_18.json,9,LORAIN,449,449,81,174,8,186,0,3,14351,14351,5107,4801,158,4284,0
1979,pages_17_18.json,10,OUTSIDE CENTRAL CITY,911,911,731,32,0,148,0,16,48007,48007,42866,1093,0,4048,0
1979,pages_17_18.json,11,"LOS ANGELES-LONG BEACH, CALIF.",36579,36579,12620,1220,2479,20260,0,1638,1814133,1814133,843869,48776,92558,828930,0
1979,pages_17_18.json,12,INSIDE CENTRAL CITIES.,14301,14301,2513,286,263,11239,0,857,702957,702957,192623,12924,8206,489204,0
1979,pages_17_18.json,13,LONG BEACH,1242,1242,212,70,175,785,0,70,45439,45439,11987,3300,4559,25593,0
1979,pages_17_18.json,14,LOS ANGELES.,13059,13059,2301,216,88,10454,0,787,657519,657519,180636,9624,3647,463612,0
1979,pages_17_18.json,15,OUTSIDE CENTRAL CITIES,22278,22278,10107,934,2216,9021,0,781,1111176,1111176,651246,35852,84353,339726,0
1979,pages_17_18.json,16,LOUISVILLE KY.-IND.,4231,4231,3127,40,104,960,0,56,164756,164756,143710,945,2644,17457,0
1979,pages_17_18.json,17,LOUISVILLE,158,158,30,4,15,109,0,8,4864,4864,1674,90,350,2750,0
1979,pages_17_18.json,18,OUTSIDE CENTRAL CITY,4073,4073,3097,36,89,851,0,48,159892,159892,142036,855,2294,14707,0
1979,pages_17_18.json,19,"LOWELL, MASS.-N.H.",760,760,607,38,0,115,0,9,25968,25968,22421,779,0,2768,0
1979,pages_17_18.json,20,LOWELL,172,172,63,20,0,89,0,6,3744,3744,1667,329,0,1748,0
1979,pages_17_18.json,21,OUTSIDE CENTRAL CITY,588,588,544,18,0,26,0,3,22225,22225,20755,450,0,1020,0
1979,pages_17_18.json,22,"LUBBOCK, TEX.",1296,1296,964,32,16,284,0,33,57771,57771,51729,897,470,4675,0
1979,pages_17_18.json,23,LUBBOCK.,1267,1267,935,32,16,284,0,33,56269,56269,50227,897,470,4675,0
1979,pages_17_18.json,24,OUTSIDE CENTRAL CITY,29,29,29,0,0,0,0,0,1502,1502,1502,0,0,0,0
1979,pages_17_18.json,25,"LYNCHBURG, VA.",1090,1090,620,22,32,416,0,11,34048,34048,24466,396,660,8526,0
1979,pages_17_18.json,26,LYNCHBURG.,553,553,141,14,0,398,0,9,13761,13761,5272,264,0,8226,0
1979,pages_17_18.json,27,OUTSIDE CENTRAL CITY,537,537,479,8,32,18,0,2,20286,20286,19194,132,660,300,0
1979,pages_17_18.json,28,"MACON, GA.",1380,1380,923,34,43,380,0,42,45434,45434,35641,705,933,8156,0
1979,pages_17_18.json,29,MACON-BIBB COUNTY #.,777,777,363,16,35,363,0,39,26400,26400,17256,438,783,7924,0
1979,pages_17_18.json,30,OUTSIDE CENTRAL CITY,603,603,560,18,8,17,0,3,19034,19034,18385,267,150,232,0
1979,pages_17_18.json,31,"MADISON, WIS.",2802,2802,1488,276,88,950,0,50,102639,102639,75053,8161,2094,17330,0
1979,pages_17_18.json,32,MADISON.,1334,1334,476,182,27,649,0,28,40518,40518,23453,5508,653,10904,0
1979,pages_17_18.json,33,OUTSIDE CENTRAL CITY,1468,1468,1012,94,61,301,0,22,62121,62121,51600,2654,1442,6426,0
1979,pages_17_18.json,34,"MANCHESTER, N.H.",1419,1419,728,96,14,581,0,21,41218,41218,30710,1780,185,8543,0
1979,pages_17_18.json,35,MANCHESTER,678,678,169,42,14,453,0,19,13419,13419,6207,794,185,6232,0
1979,pages_17_18.json,36,OUTSIDE CENTRAL CITY,741,741,559,54,0,128,0,2,27800,27800,24503,986,0,2311,0
1979,pages_17_18.json,37,"MANSFIELD, OHIO.",473,473,315,48,86,24,0,2,19966,19966,16902,1323,1461,280,0
1979,pages_17_18.json,38,MANSFIELD.,99,99,45,22,8,24,0,2,4263,4263,3203,640,140,280,0
1979,pages_17_18.json,39,OUTSIDE CENTRAL CITY,374,374,270,26,78,0,0,0,15703,15703,13699,683,1321,0,0
1979,pages_17_18.json,40,"MCALLEN-PHARR-EDINBURG, TEX.",1641,1641,1153,28,62,398,0,41,50315,50315,42319,592,1193,6211,0
1979,pages_17_18.json,41,INSIDE CENTRAL CITIES.,1211,1211,868,4,38,301,0,38,40152,40152,34799,93,776,4484,0
1979,pages_17_18.json,42,EDINBURG,81,81,59,0,12,10,0,2,2352,2352,1960,0,247,145,0
1979,pages_17_18.json,43,MC ALLEN,1077,1077,761,2,23,291,0,36,36261,36261,31369,33,520,4339,0
1979,pages_17_18.json,44,PHARR.,53,53,48,2,3,0,0,0,1539,1539,1470,60,9,0,0
1979,pages_17_18.json,45,OUTSIDE CENTRAL CITIES,430,430,285,24,24,97,0,3,10163,10163,7519,499,417,1727,0
1979,pages_17_18.json,46,"MELBOURNE-TITUSVILLE-COCOA, FLA.",5273,5273,3718,116,181,1258,0,95,249138,249138,183288,4470,6112,55269,0
1979,pages_17_18.json,47,INSIDE CENTRAL CITIES.,911,911,732,16,31,132,0,10,26008,26008,22008,483,847,2684,0
1979,pages_17_18.json,48,COCOA.,100,100,100,0,0,0,0,0,3612,3612,3612,0,0,0,0
1979,pages_17_18.json,49,MELBOURNE #.,430,430,369,0,0,61,0,3,19213,19213,18077,0,0,1136,0
1979,pages_17_18.json,50,TITUSVILLE,381,381,263,16,31,71,0,7,12392,12392,9503,483,847,1548,0
1979,pages_17_18.json,51,OUTSIDE CENTRAL CITIES,4362,4362,2986,100,150,1126,0,85,211317,211317,149480,3987,5265,52584,0
1979,pages_17_18.json,52,"MEMPHIS, TENN.-ARK.-MISS.",4567,4567,3913,34,36,574,0,11,199580,199580,183240,1175,704,14462,0
1979,pages_17_18.json,53,MEMPHIS.,1367,1367,763,34,4,566,0,10,50302,50302,35080,797,90,14335,0
1979,pages_17_18.json,54,OUTSIDE CENTRAL CITY,3200,3200,3150,10,32,8,0,1,149278,149278,148160,378,614,127,0
1979,pages_17_18.json,55,"MERIDEN, CONN.",303,303,201,2,0,100,0,1,5512,5512,4647,25,0,840,0
1979,pages_17_18.json,56,MERIDEN.,303,303,201,2,0,100,0,1,5512,5512,4647,25,0,840,0
1979,pages_17_18.json,57,OUTSIDE CENTRAL CITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,pages_17_18.json,58,"MIAMI, FLA.",19895,19895,9027,1432,750,8686,0,347,919818,919818,453514,43761,24743,398202,0
1979,pages_17_18.json,59,MIAMI.,2227,2227,457,276,35,1459,0,109,101753,101753,18214,6722,887,75929,0
1979,pages_17_18.json,60,OUTSIDE CENTRAL CITY,17668,17668,8570,1156,715,7227,0,238,818066,818066,434898,37039,23855,322273,0
1979,pages_17_18.json,61,"MIDLAND, TEX.",1574,1574,482,28,8,1056,0,7,47310,47310,29489,797,180,16844,0
1979,pages_17_18.json,62,MIDLAND.,1574,1574,482,28,8,1056,0,7,47310,47310,29489,797,180,16844,0
1979,pages_17_18.json,63,OUTSIDE CENTRAL CITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,pages_17_18.json,64,"MILWAUKEE, WIS.",5534,5534,2864,472,196,2002,0,115,226108,226108,165696,15744,5302,39366,0
1979,pages_17_18.json,65,MILWAUKEE.,1353,1353,436,30,71,816,0,42,34947,34947,17444,821,1769,14913,0
1979,pages_17_18.json,66,OUTSIDE CENTRAL CITY,4181,4181,2428,442,125,1186,0,73,191162,191162,148253,14924,3533,24452,0
1979,pages_19_20.json,1,"MINNEAPOLIS-ST. PAUL, MN-WI.",17628,17628,12264,974,664,3726,0,97,826808,826808,641193,34447,22327,128841,0
1979,pages_19_20.json,2,INSIDE CENTRAL CITIES.,1809,1809,376,56,20,1357,0,18,75262,75262,17094,1894,627,55648,0
1979,pages_19_20.json,3,MINNEAPOLIS.,1131,1131,165,22,16,928,0,9,47414,47414,7785,751,487,38391,0
1979,pages_19_20.json,4,ST. PAUL.,678,678,211,34,4,429,0,9,27848,27848,9309,1142,140,17256,0
1979,pages_19_20.json,5,OUTSIDE CENTRAL CITIES,15819,15819,11888,918,644,2369,0,79,751546,751546,624100,32554,21700,73193,0
1979,pages_19_20.json,6,"MOBILE, ALA.",1924,1924,1131,44,43,706,0,53,41039,41039,25375,658,672,14333,0
1979,pages_19_20.json,7,MOBILE,1250,1250,634,6,4,606,0,43,24430,24430,12697,110,90,11533,0
1979,pages_19_20.json,8,OUTSIDE CENTRAL CITY,674,674,497,38,39,100,0,10,16609,16609,12678,549,582,2800,0
