year,page_numbers,line_number,smsa_name,total_units,private_total,private_1_unit,private_2_units,private_3_4_units,private_5plus_units,public_units,private_structures,total_valuation,private_valuation,private_1_unit_val,private_2_units_val,private_3_4_units_val,private_5plus_units_val,public_valuation
1972,pages_25_26.json,59,SYRACUSE,1459,1459,5,0,0,1454,0,48,22328,22328,111,0,0,22217,0
1972,pages_25_26.json,60,OUTSIDE CENTRAL CITY,3703,3703,1739,60,21,1883,0,83,54335,54335,35290,626,298,18122,0
1972,pages_25_26.json,61,"TACOMA, WASH.",3395,3395,2060,196,140,999,0,84,59994,59994,44399,2626,1647,11322,0
1972,pages_25_26.json,62,TACOMA,666,666,319,24,24,299,0,29,11049,11049,7241,272,442,3095,0
1972,pages_25_26.json,63,OUTSIDE CENTRAL CITY,2729,2729,1741,172,116,700,0,55,48946,48946,37159,2354,1205,8228,0
1972,pages_25_26.json,64,"TALLAHASSEE, FLA.",8453,8057,2646,88,69,5254,396,273,105753,100844,41242,1066,493,58042,4910
1972,pages_25_26.json,65,TALLAHASSEE.,2991,2595,510,46,69,1970,396,50,37133,32224,11098,660,493,19973,4910
1972,pages_25_26.json,66,OUTSIDE CENTRAL CITY,5462,5462,2136,42,0,3284,0,223,68620,68620,30145,406,0,38069,0
1972,pages_27_28.json,1,"TAMPA-ST. PETERSBURG, FLA.",46536,46536,12813,1810,1255,30658,0,1658,624236,624236,227046,16612,14134,366444,0
1972,pages_27_28.json,2,INSIDE CENTRAL CITIES,12152,12152,2266,376,247,9263,0,492,156308,156308,38302,2835,2966,112206,0
1972,pages_27_28.json,3,ST. PETERSBURG,8470,8470,1408,80,232,6750,0,449,117710,117710,26802,689,2862,87358,0
1972,pages_27_28.json,4,TAMPA,3682,3682,858,296,15,2513,0,43,38599,38599,11500,2146,105,24848,0
1972,pages_27_28.json,5,OUTSIDE CENTRAL CITIES,34384,34384,10547,1434,1008,21395,0,1166,467928,467928,188744,13778,11168,254238,0
1972,pages_27_28.json,6,"TERRE HAUTE, IND.",176,176,76,0,0,100,0,4,3501,3501,1395,0,0,2106,0
1972,pages_27_28.json,7,TERRE HAUTE,113,113,13,0,0,100,0,4,2244,2244,138,0,0,2106,0
1972,pages_27_28.json,8,OUTSIDE CENTRAL CITY,63,63,63,0,0,0,0,0,1257,1257,1257,0,0,0,0
1972,pages_27_28.json,9,"TEXARKANA, TEX.-ARK.",574,482,266,4,8,204,92,11,6917,5479,3477,38,56,1908,1438
1972,pages_27_28.json,10,INSIDE CENTRAL CITIES,426,334,186,4,8,136,92,9,5163,3725,2529,38,56,1103,1438
1972,pages_27_28.json,11,TEXARKANA,205,113,83,0,0,30,92,1,2846,1408,1151,0,0,257,1438
1972,pages_27_28.json,12,TEXARKANA,221,221,103,4,8,106,0,8,2317,2317,1377,38,56,846,0
1972,pages_27_28.json,13,OUTSIDE CENTRAL CITIES,148,148,80,0,0,68,0,2,1754,1754,949,0,0,805,0
1972,pages_27_28.json,14,"TOLEDO, OHIO-MICH.",6530,6530,3077,110,215,3128,0,169,100777,100777,66289,1383,3119,29985,0
1972,pages_27_28.json,15,TOLEDO,3023,3023,942,70,134,1877,0,86,32241,32241,15595,861,1645,14140,0
1972,pages_27_28.json,16,OUTSIDE CENTRAL CITY,3507,3507,2135,40,81,1251,0,83,68535,68535,50694,522,1474,15845,0
1972,pages_27_28.json,17,"TOPEKA, KANS.",2498,2498,766,50,120,1562,0,78,36342,36342,18982,851,1555,14954,0
1972,pages_27_28.json,18,TOPEKA,1993,1993,273,38,120,1562,0,78,23357,23357,6112,736,1555,14954,0
1972,pages_27_28.json,19,OUTSIDE CENTRAL CITY,505,505,493,12,0,0,0,0,12985,12985,12870,115,0,0,0
1972,pages_27_28.json,20,"TRENTON, N.J.",2050,2050,998,6,28,1018,0,60,40677,40677,30932,125,480,9140,0
1972,pages_27_28.json,21,TRENTON,17,17,17,0,0,0,0,0,208,208,208,0,0,0,0
1972,pages_27_28.json,22,OUTSIDE CENTRAL CITY,2033,2033,981,6,28,1018,0,60,40470,40470,30725,125,480,9140,0
1972,pages_27_28.json,23,"TUCSON, ARIZ.",11138,11138,7069,218,455,3396,0,80,199132,199132,147073,2893,6677,42489,0
1972,pages_27_28.json,24,TUCSON,5164,5164,1951,166,60,2987,0,46,76064,76064,36078,2043,718,37225,0
1972,pages_27_28.json,25,OUTSIDE CENTRAL CITY,5974,5974,5118,52,395,409,0,34,123069,123069,110996,850,5959,5264,0
1972,pages_27_28.json,26,"TULSA, OKLA.",7010,7010,3166,390,239,3215,0,348,91741,91741,56140,5556,3023,27022,0
1972,pages_27_28.json,27,TULSA,5298,5298,2044,386,208,2660,0,331,68299,68299,37588,5503,2719,22489,0
1972,pages_27_28.json,28,OUTSIDE CENTRAL CITY,1712,1712,1122,4,31,555,0,17,23442,23442,18552,53,304,4533,0
1972,pages_27_28.json,29,"TUSCALOOSA, ALA.",2189,2189,744,30,51,1364,0,97,24420,24420,13220,279,373,10549,0
1972,pages_27_28.json,30,TUSCALOOSA,1776,1776,554,30,48,1144,0,94,19360,19360,9533,279,336,9212,0
1972,pages_27_28.json,31,OUTSIDE CENTRAL CITY,413,413,190,0,3,220,0,3,5061,5061,3687,0,37,1337,0
1972,pages_27_28.json,32,"TYLER, TEX.",335,335,239,8,0,88,0,1,6946,6946,6016,130,0,800,0
1972,pages_27_28.json,33,TYLER,314,314,218,8,0,88,0,1,6604,6604,5674,130,0,800,0
1972,pages_27_28.json,34,OUTSIDE CENTRAL CITY,21,21,21,0,0,0,0,0,343,343,343,0,0,0,0
1972,pages_27_28.json,35,"UTICA-ROME, N.Y.",824,824,389,0,0,435,0,9,13709,13709,6620,0,0,7089,0
1972,pages_27_28.json,36,INSIDE CENTRAL CITIES,494,494,89,0,0,405,0,7,8137,8137,1248,0,0,6889,0
1972,pages_27_28.json,37,ROME,343,343,59,0,0,284,0,6,5459,5459,760,0,0,4699,0
1972,pages_27_28.json,38,UTICA,151,151,30,0,0,121,0,1,2678,2678,488,0,0,2190,0
1972,pages_27_28.json,39,OUTSIDE CENTRAL CITIES,330,330,300,0,0,30,0,2,5572,5572,5372,0,0,200,0
1972,pages_27_28.json,40,"VALLEJO-FAIRFIELD-NAPA, CALIF.",4122,4122,3025,42,227,828,0,99,80921,80921,68634,485,3021,8782,0
1972,pages_27_28.json,41,INSIDE CENTRAL CITIES,2510,2510,1741,34,119,616,0,69,44754,44754,36665,384,1540,6166,0
1972,pages_27_28.json,42,FAIRFIELD,910,910,598,2,4,306,0,40,16788,16788,13119,24,47,3602,0
1972,pages_27_28.json,43,NAPA,918,918,799,22,61,36,0,6,18920,18920,17547,276,886,211,0
1972,pages_27_28.json,44,VALLEJO,682,682,344,10,54,274,0,23,9047,9047,6004,84,606,2353,0
1972,pages_27_28.json,45,OUTSIDE CENTRAL CITIES,1612,1612,1284,8,108,212,0,30,36167,36167,31969,101,1481,2615,0
1972,pages_27_28.json,46,"VINELAND-MILLV.-BRIDGETON, N.J.",1165,1115,593,42,8,472,50,50,18519,17247,11978,484,87,4699,1272
1972,pages_27_28.json,47,INSIDE CENTRAL CITIES,999,949,427,42,8,472,50,50,15187,13915,8646,484,87,4699,1272
1972,pages_27_28.json,48,BRIDGETON,9,9,9,0,0,0,0,0,118,118,118,0,0,0,0
1972,pages_27_28.json,49,MILLVILLE,559,559,129,0,4,426,0,43,6505,6505,2353,0,28,4124,0
1972,pages_27_28.json,50,VINELAND,431,381,289,42,4,46,50,7,8564,7292,6175,484,59,575,1272
1972,pages_27_28.json,51,OUTSIDE CENTRAL CITIES,166,166,166,0,0,0,0,0,3332,3332,3332,0,0,0,0
1972,pages_27_28.json,52,"WACO, TEX.",1868,1868,496,64,75,1233,0,18,24072,24072,12002,998,886,10186,0
1972,pages_27_28.json,53,WACO,1604,1604,266,54,75,1209,0,16,18476,18476,6637,921,886,10032,0
1972,pages_27_28.json,54,OUTSIDE CENTRAL CITY,264,264,230,10,0,24,0,2,5596,5596,5365,77,0,154,0
1972,pages_27_28.json,55,"WASHINGTON, D.C.-MD.-VA.",43290,43290,26722,102,160,16306,0,427,713683,713683,521300,1049,2112,189222,0
1972,pages_27_28.json,56,"WASHINGTON, D.C.",888,888,157,28,0,703,0,10,10205,10205,2395,224,0,7586,0
1972,pages_27_28.json,57,OUTSIDE CENTRAL CITY,42402,42402,26565,74,160,15603,0,417,703478,703478,518905,825,2112,181636,0
1972,pages_27_28.json,58,"WATERBURY, CONN.",2236,2236,648,64,375,1149,0,74,28821,28821,13226,807,3733,11056,0
1972,pages_27_28.json,59,WATERBURY TOWN,1428,1428,160,52,355,861,0,47,14277,14277,2604,643,3447,7583,0
1972,pages_27_28.json,60,OUTSIDE CENTRAL CITY,808,808,488,12,20,288,0,27,14545,14545,10622,164,286,3473,0
1972,pages_27_28.json,61,"WATERLOO, IOWA",492,492,275,22,15,180,0,11,7820,7820,5261,304,289,1968,0
1972,pages_27_28.json,62,WATERLOO,249,249,134,16,15,84,0,6,3104,3104,1804,196,289,814,0
1972,pages_27_28.json,63,OUTSIDE CENTRAL CITY,243,243,141,6,0,96,0,5,4717,4717,3457,107,0,1153,0
1972,pages_27_28.json,64,"WEST PALM BEACH, FLA.",29490,29490,5213,1310,1963,21004,0,773,526997,526997,122762,15581,21618,367036,0
1972,pages_27_28.json,65,WEST PALM BEACH,2600,2600,329,22,54,2195,0,50,53889,53889,8572,271,556,44490,0
1972,pages_27_28.json,66,OUTSIDE CENTRAL CITY,26890,26890,4884,1288,1909,18809,0,723,473108,473108,114190,15310,21062,322546,0
1972,pages_29_30.json,1,"WHEELING, W. VA.-OHIO",204,204,157,12,4,31,0,3,4225,4225,3525,314,52,334,0
1972,pages_29_30.json,2,WHEELING #,67,67,63,4,0,0,0,0,1291,1291,1235,56,0,0,0
1972,pages_29_30.json,3,OUTSIDE CENTRAL CITY,137,137,94,8,4,31,0,3,2934,2934,2290,258,52,334,0
1972,pages_29_30.json,4,"WICHITA, KANS.",2852,2852,1004,92,79,1677,0,85,47521,47521,25579,2149,1653,18139,0
1972,pages_29_30.json,5,WICHITA,2290,2290,460,92,61,1677,0,85,37539,37539,15731,2149,1520,18139,0
1972,pages_29_30.json,6,OUTSIDE CENTRAL CITY,562,562,544,0,18,0,0,0,9982,9982,9849,0,133,0,0
1972,pages_29_30.json,7,"WICHITA FALLS, TEX.",903,903,326,4,0,573,0,8,10148,10148,5360,47,0,4740,0
1972,pages_29_30.json,8,WICHITA FALLS,852,852,275,4,0,573,0,8,9509,9509,4721,47,0,4740,0
1972,pages_29_30.json,9,OUTSIDE CENTRAL CITY,51,51,51,0,0,0,0,0,639,639,639,0,0,0,0
1972,pages_29_30.json,10,"WILKES-BARRE-HAZLETON, PA.",1414,1413,1308,20,23,62,1,3,23176,23126,22076,245,615,190,50
1972,pages_29_30.json,11,INSIDE CENTRAL CITIES,67,66,66,0,0,0,1,0,1135,1086,1086,0,0,0,50
1972,pages_29_30.json,12,HAZLETON,48,48,48,0,0,0,0,0,828,828,828,0,0,0,0
1972,pages_29_30.json,13,WILKES-BARRE,19,18,18,0,0,0,1,0,307,258,258,0,0,0,50
1972,pages_29_30.json,14,OUTSIDE CENTRAL CITIES,1347,1347,1242,20,23,62,0,3,22040,22040,20990,245,615,190,0
1972,pages_29_30.json,15,"WILLIAMSPORT, PA.",244,244,232,0,0,12,0,1,5125,5125,5025,0,0,100,0
1972,pages_29_30.json,16,WILLIAMSPORT,9,9,9,0,0,0,0,0,253,253,253,0,0,0,0
1972,pages_29_30.json,17,OUTSIDE CENTRAL CITY,235,235,223,0,0,12,0,1,4872,4872,4772,0,0,100,0
1972,pages_29_30.json,18,"WILMINGTON, DEL.-N.J.-MD.",6638,6638,2722,2,12,3902,0,245,87483,87483,47033,40,139,40271,0
1972,pages_29_30.json,19,WILMINGTON,645,645,48,0,0,597,0,8,9108,9108,748,0,0,8360,0
1972,pages_29_30.json,20,OUTSIDE CENTRAL CITY,5993,5993,2674,2,12,3305,0,237,78375,78375,46285,40,139,31911,0
1972,pages_29_30.json,21,"WILMINGTON, N.C.",1992,1992,1714,116,0,162,0,14,36537,36537,31114,2599,0,2824,0
1972,pages_29_30.json,22,WILMINGTON #,624,624,498,0,0,126,0,8,8048,8048,7079,0,0,969,0
1972,pages_29_30.json,23,OUTSIDE CENTRAL CITY,1368,1368,1216,116,0,36,0,6,28489,28489,24035,2599,0,1856,0
1972,pages_29_30.json,24,"WORCESTER, MASS.",3669,3091,999,90,41,1961,578,96,52175,41016,21493,1040,361,18122,11159
1972,pages_29_30.json,25,WORCESTER,2111,1693,151,32,23,1487,418,73,23557,15132,2914,354,162,11702,8425
1972,pages_29_30.json,26,OUTSIDE CENTRAL CITY,1558,1398,848,58,18,474,160,23,28618,25884,18579,686,199,6419,2734
1972,pages_29_30.json,27,"YAKIMA, WASH.",963,963,563,52,52,296,0,16,14727,14727,10110,623,563,3430,0
1972,pages_29_30.json,28,YAKIMA,376,376,85,36,37,218,0,7,5274,5274,1756,476,374,2668,0
1972,pages_29_30.json,29,OUTSIDE CENTRAL CITY,587,587,478,16,15,78,0,9,9453,9453,8354,147,190,762,0
1972,pages_29_30.json,30,"YORK, PA.",2302,2302,1683,16,23,580,0,31,42775,42775,36467,183,228,5898,0
1972,pages_29_30.json,31,YORK . . .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,pages_29_30.json,32,OUTSIDE CENTRAL CITY,2302,2302,1683,16,23,580,0,31,42775,42775,36467,183,228,5898,0
1972,pages_29_30.json,33,"YOUNGSTOWN-WARREN, OHIO",4375,4325,2416,112,245,1552,50,118,75569,74754,55368,1629,2786,14972,815
1972,pages_29_30.json,34,INSIDE CENTRAL CITIES,548,548,115,0,8,425,0,39,6783,6783,2215,0,116,4453,0
1972,pages_29_30.json,35,WARREN,446,446,50,0,8,388,0,37,4772,4772,1143,0,116,3513,0
1972,pages_29_30.json,36,YOUNGSTOWN,102,102,65,0,0,37,0,2,2012,2012,1072,0,0,940,0
1972,pages_29_30.json,37,OUTSIDE CENTRAL CITIES,3827,3777,2301,112,237,1127,50,79,68785,67970,53153,1629,2670,10519,815
1973,pages_01_02.json,4,"ABILENE, TEX.",856,856,194,20,0,642,0,7,14071,14071,5240,372,0,8458,0
1973,pages_01_02.json,5,ABILENE,831,831,169,20,0,642,0,7,13525,13525,4694,372,0,8458,0
1973,pages_01_02.json,6,OUTSIDE CENTRAL CITY,25,25,25,0,0,0,0,0,546,546,546,0,0,0,0
1973,pages_01_02.json,7,"AKRON, OHIO",4390,4390,2320,176,228,1666,0,76,93999,93999,68018,3121,3515,19345,0
1973,pages_01_02.json,8,AKRON,982,982,182,14,19,767,0,27,14340,14340,4803,216,192,9129,0
1973,pages_01_02.json,9,OUTSIDE CENTRAL CITY,3408,3408,2138,162,209,899,0,49,79659,79659,63215,2905,3323,10216,0
1973,pages_01_02.json,10,"ALBANY, GA.",1882,1882,617,84,78,1103,0,140,25400,25400,12503,743,1118,11036,0
1973,pages_01_02.json,11,ALBANY,1066,1066,133,52,78,803,0,97,12673,12673,2719,465,1118,8371,0
1973,pages_01_02.json,12,OUTSIDE CENTRAL CITY,816,816,484,32,0,300,0,43,12727,12727,9784,278,0,2665,0
1973,pages_01_02.json,13,"ALBANY-SCHENECTADY-TROY, N.Y.",3242,3242,2242,194,32,774,0,41,65260,65260,54441,3722,410,6687,0
1973,pages_01_02.json,14,INSIDE CENTRAL CITIES,629,629,202,38,4,385,0,12,8293,8293,3996,544,80,3648,0
1973,pages_01_02.json,15,ALBANY,111,111,79,24,0,8,0,1,2664,2664,2239,386,0,40,0
1973,pages_01_02.json,16,SCHENECTADY,100,100,84,6,4,6,0,1,1248,1248,1068,70,80,30,0
1973,pages_01_02.json,17,TROY,418,418,39,8,0,371,0,10,4381,4381,715,88,0,3578,0
1973,pages_01_02.json,18,OUTSIDE CENTRAL CITIES,2613,2613,2040,156,28,389,0,29,56967,56967,50419,3179,330,3039,0
1973,pages_01_02.json,19,"ALBUQUERQUE, N.MEX.",4198,4198,1924,22,283,1969,0,140,80435,80435,53497,330,3340,23268,0
1973,pages_01_02.json,20,ALBUQUERQUE,4164,4164,1890,22,283,1969,0,140,79099,79099,52161,330,3340,23268,0
1973,pages_01_02.json,21,OUTSIDE CENTRAL CITY,34,34,34,0,0,0,0,0,1336,1336,1336,0,0,0,0
1973,pages_01_02.json,22,"ALEXANDRIA, LA.",347,347,143,10,16,178,0,11,4095,4095,3111,76,102,806,0
1973,pages_01_02.json,23,ALEXANDRIA,300,300,108,10,4,178,0,11,3308,3308,2396,76,30,806,0
1973,pages_01_02.json,24,OUTSIDE CENTRAL CITY,47,47,35,0,12,0,0,0,787,787,715,0,72,0,0
1973,pages_01_02.json,25,"ALLENTOWN-BETHLEHEM-EASTON, PA.-N.J.",5338,5338,2890,42,76,2330,0,59,99405,99405,75496,587,1239,22083,0
1973,pages_01_02.json,26,INSIDE CENTRAL CITIES,1181,1181,329,6,10,836,0,41,14838,14838,6606,83,84,8065,0
1973,pages_01_02.json,27,ALLENTOWN,674,674,132,6,10,526,0,27,7019,7019,2487,83,84,4365,0
1973,pages_01_02.json,28,BETHLEHEM,470,470,160,0,0,310,0,14,7194,7194,3494,0,0,3700,0
1973,pages_01_02.json,29,EASTON,37,37,37,0,0,0,0,0,625,625,625,0,0,0,0
1973,pages_01_02.json,30,OUTSIDE CENTRAL CITIES,4157,4157,2561,36,66,1494,0,18,84566,84566,68890,504,1155,14018,0
1973,pages_01_02.json,31,"ALTOONA, PA.",411,411,190,8,40,173,0,5,6675,6675,4220,80,510,1865,0
1973,pages_01_02.json,32,ALTOONA,197,197,46,4,0,147,0,2,2654,2654,894,25,0,1735,0
1973,pages_01_02.json,33,OUTSIDE CENTRAL CITY,214,214,144,4,40,26,0,3,4021,4021,3326,55,510,130,0
1973,pages_01_02.json,34,"AMARILLO, TEX.",1314,1314,564,46,4,700,0,6,29852,29852,18984,1268,140,9460,0
1973,pages_01_02.json,35,AMARILLO,1236,1236,486,46,4,700,0,6,27414,27414,16545,1268,140,9460,0
1973,pages_01_02.json,36,OUTSIDE CENTRAL CITY,78,78,78,0,0,0,0,0,2439,2439,2439,0,0,0,0
1973,pages_01_02.json,37,"ANAHEIM-SANTA ANA-GARDEN GR., CALIF.",28251,28251,15583,646,3410,8612,0,883,627284,627284,428291,13009,54708,131277,0
1973,pages_01_02.json,38,INSIDE CENTRAL CITIES,4925,4925,2012,24,975,1914,0,237,86436,86436,44540,607,17027,24262,0
1973,pages_01_02.json,39,ANAHEIM,3090,3090,954,18,838,1280,0,165,54764,54764,23069,522,15051,16123,0
1973,pages_01_02.json,40,GARDEN GROVE,846,846,384,6,67,395,0,38,13817,13817,8415,0,856,4546,0
1973,pages_01_02.json,41,SANTA ANA,989,989,674,6,70,239,0,34,17855,17855,13056,85,1121,3594,0
1973,pages_01_02.json,42,OUTSIDE CENTRAL CITIES,23326,23326,13571,622,2435,6698,0,646,540848,540848,383751,12402,37681,107015,0
1973,pages_01_02.json,43,"ANCHORAGE, ALASKA",781,781,429,140,63,149,0,14,27219,27219,19665,4052,1140,2363,0
1973,pages_01_02.json,44,ANCHORAGE,781,781,429,140,63,149,0,14,27219,27219,19665,4052,1140,2363,0
1973,pages_01_02.json,45,OUTSIDE CENTRAL CITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,pages_01_02.json,46,"ANDERSON, IND.",955,955,588,46,11,310,0,31,19544,19544,15078,560,116,3790,0
1973,pages_01_02.json,47,ANDERSON,425,425,101,6,8,310,0,31,6220,6220,2274,61,96,3790,0
1973,pages_01_02.json,48,OUTSIDE CENTRAL CITY,530,530,487,40,3,0,0,0,13324,13324,12805,499,20,0,0
1973,pages_01_02.json,49,"ANN ARBOR, MICH.",2785,2785,1081,30,219,1455,0,96,51031,51031,29612,440,2371,18609,0
1973,pages_01_02.json,50,ANN ARBOR,360,360,347,8,0,5,0,1,9257,9257,8891,166,0,200,0
1973,pages_01_02.json,51,OUTSIDE CENTRAL CITY,2425,2425,734,22,219,1450,0,95,41775,41775,20721,274,2371,18409,0
1973,pages_01_02.json,52,"ANNISTON, ALA.",395,395,205,6,3,181,0,3,6741,6741,4674,50,19,1999,0
1973,pages_01_02.json,53,ANNISTON,254,254,114,0,0,140,0,1,4333,4333,2734,0,0,1599,0
1973,pages_01_02.json,54,OUTSIDE CENTRAL CITY,141,141,91,6,3,41,0,2,2408,2408,1940,50,19,400,0
1973,pages_01_02.json,55,"APPLETON-OSHKOSH, WIS.",2157,2157,1157,196,76,728,0,47,37933,37933,26860,2810,1008,7256,0
1973,pages_01_02.json,56,INSIDE CENTRAL CITIES,628,628,348,84,36,160,0,13,11587,11587,8143,1274,530,1641,0
1973,pages_01_02.json,57,APPLETON,554,554,281,82,36,155,0,12,10266,10266,6884,1253,530,1600,0
1973,pages_01_02.json,58,OSHKOSH,74,74,67,2,0,5,0,1,1321,1321,1259,21,0,41,0
1973,pages_01_02.json,59,OUTSIDE CENTRAL CITIES,1529,1529,809,112,40,568,0,34,26346,26346,18717,1536,478,5615,0
1973,pages_01_02.json,60,"ASHEVILLE, N.C.",402,402,146,2,0,254,0,4,6311,6311,3118,18,0,3175,0
1973,pages_01_02.json,61,ASHEVILLE,304,304,81,2,0,221,0,2,4375,4375,1572,18,0,2785,0
1973,pages_01_02.json,62,OUTSIDE CENTRAL CITY,98,98,65,0,0,33,0,2,1936,1936,1546,0,0,390,0
1973,pages_03_04.json,1,"ATLANTA, GA.",29947,29947,18893,194,524,10336,0,1088,552870,552870,419544,1966,7396,123964,0
1973,pages_03_04.json,2,ATLANTA,1317,1317,322,2,0,993,0,46,27857,27857,13081,11,0,14765,0
1973,pages_03_04.json,3,OUTSIDE CENTRAL CITY,28630,28630,18571,192,524,9343,0,1042,525013,525013,406463,1955,7396,109199,0
1973,pages_03_04.json,4,"ATLANTIC CITY, N.J.",2707,2603,1256,46,11,1290,104,43,42243,40367,25931,606,121,13709,1876
1973,pages_03_04.json,5,ATLANTIC CITY,232,232,4,0,8,220,0,13,1966,1966,64,0,77,1826,0
1973,pages_03_04.json,6,OUTSIDE CENTRAL CITY,2475,2371,1252,46,3,1070,104,30,40276,38401,25867,606,44,11883,1876
1973,pages_03_04.json,7,"AUGUSTA, GA.-S.C.",2268,2268,1765,4,61,438,0,53,34389,34389,29626,42,1201,3520,0
1973,pages_03_04.json,8,AUGUSTA,28,28,13,2,7,6,0,1,478,478,273,17,168,20,0
1973,pages_03_04.json,9,OUTSIDE CENTRAL CITY,2240,2240,1752,2,54,432,0,52,33911,33911,29353,25,1033,3500,0
1973,pages_03_04.json,10,"AUSTIN, TEX.",8705,8705,2097,430,191,5987,0,115,125001,125001,55653,7090,2609,59650,0
1973,pages_03_04.json,11,AUSTIN,8324,8324,1982,382,187,5773,0,97,119290,119290,52185,6525,2579,58001,0
1973,pages_03_04.json,12,OUTSIDE CENTRAL CITY,381,381,115,48,4,214,0,18,5711,5711,3468,565,30,1649,0
1973,pages_03_04.json,13,"BAKERSFIELD, CALIF.",2332,2332,1468,184,349,331,0,36,39964,39964,31915,2352,3244,2452,0
1973,pages_03_04.json,14,BAKERSFIELD,844,844,280,40,300,224,0,30,11733,11733,6607,645,2710,1771,0
1973,pages_03_04.json,15,OUTSIDE CENTRAL CITY,1488,1488,1188,144,49,107,0,6,28231,28231,25309,1707,534,681,0
1973,pages_03_04.json,16,"BALTIMORE, MD.",22571,22571,11088,46,92,11345,0,568,392327,392327,262244,1132,595,128356,0
1973,pages_03_04.json,17,BALTIMORE,1903,1903,403,2,0,1498,0,60,33200,33200,9092,20,0,24088,0
1973,pages_03_04.json,18,OUTSIDE CENTRAL CITY,20668,20668,10685,44,92,9847,0,508,359126,359126,253152,1112,595,104268,0
1973,pages_03_04.json,19,"BATON ROUGE, LA.",6701,6701,2125,54,38,4484,0,65,88313,88313,45192,616,341,42165,0
1973,pages_03_04.json,20,BATON ROUGE,6431,6431,1871,54,22,4484,0,65,83308,83308,40302,616,226,42165,0
1973,pages_03_04.json,21,OUTSIDE CENTRAL CITY,270,270,254,0,16,0,0,0,5005,5005,4890,0,115,0,0
1973,pages_03_04.json,22,"BATTLE CREEK, MICH.",1428,1428,627,2,20,779,0,30,18910,18910,12998,21,255,5635,0
1973,pages_03_04.json,23,BATTLE CREEK,288,288,5,0,0,283,0,13,2675,2675,106,0,0,2569,0
1973,pages_03_04.json,24,OUTSIDE CENTRAL CITY,1140,1140,622,2,20,496,0,17,16235,16235,12892,21,255,3066,0
1973,pages_03_04.json,25,"BAY CITY, MICH.",1280,1280,615,8,24,633,0,68,19968,19968,12238,112,530,7088,0
1973,pages_03_04.json,26,BAY CITY,24,24,22,2,0,0,0,0,410,410,390,20,0,0,0
1973,pages_03_04.json,27,OUTSIDE CENTRAL CITY,1256,1256,593,6,24,633,0,68,19558,19558,11848,92,530,7088,0
1973,pages_03_04.json,28,"BEAUMONT-PORT ARTHUR-ORANGE, TEX.",1368,1368,624,22,67,655,0,71,21995,21995,14680,245,660,6410,0
1973,pages_03_04.json,29,INSIDE CENTRAL CITIES,1194,1194,464,8,67,655,0,71,18005,18005,10856,79,660,6410,0
1973,pages_03_04.json,30,BEAUMONT,987,987,364,8,63,552,0,66,14722,14722,8370,79,625,5648,0
1973,pages_03_04.json,31,ORANGE,68,68,36,0,0,32,0,2,1576,1576,1218,0,0,358,0
1973,pages_03_04.json,32,PORT ARTHUR,139,139,64,0,4,71,0,3,1707,1707,1269,0,35,403,0
1973,pages_03_04.json,33,OUTSIDE CENTRAL CITIES,174,174,160,14,0,0,0,0,3990,3990,3824,166,0,0,0
1973,pages_03_04.json,34,"BILLINGS, MONT.",762,762,433,66,72,191,0,5,15452,15452,10412,1008,955,3076,0
1973,pages_03_04.json,35,BILLINGS,753,753,424,66,72,191,0,5,15264,15264,10225,1008,955,3076,0
1973,pages_03_04.json,36,OUTSIDE CENTRAL CITY,9,9,9,0,0,0,0,0,188,188,188,0,0,0,0
1973,pages_03_04.json,37,"BILOXI-GULFPORT, MISS.",2338,2338,1051,4,64,1219,0,76,26308,26308,15765,46,666,9831,0
1973,pages_03_04.json,38,INSIDE CENTRAL CITIES,1280,1280,174,4,46,1056,0,56,12667,12667,3519,46,478,8624,0
1973,pages_03_04.json,39,BILOXI,760,760,42,0,4,714,0,7,6352,6352,1256,0,32,5064,0
1973,pages_03_04.json,40,GULFPORT,520,520,132,4,42,342,0,49,6315,6315,2263,46,446,3560,0
1973,pages_03_04.json,41,OUTSIDE CENTRAL CITIES,1058,1058,877,0,18,163,0,20,13641,13641,12246,0,188,1207,0
1973,pages_03_04.json,42,"BINGHAMTON, N.Y.-PA.",579,579,495,46,7,31,0,4,15799,15799,14722,622,130,325,0
1973,pages_03_04.json,43,BINGHAMTON,4,4,4,0,0,0,0,0,112,112,112,0,0,0,0
1973,pages_03_04.json,44,OUTSIDE CENTRAL CITY,575,575,491,46,7,31,0,4,15687,15687,14610,622,130,325,0
1973,pages_03_04.json,45,"BIRMINGHAM, ALA.",6493,6493,2844,66,115,3468,0,286,95296,95296,61137,1059,1765,31334,0
1973,pages_03_04.json,46,BIRMINGHAM,913,913,235,6,10,662,0,49,9576,9576,4544,71,62,4899,0
1973,pages_03_04.json,47,OUTSIDE CENTRAL CITY,5580,5580,2609,60,105,2806,0,237,85720,85720,56593,988,1703,26435,0
1973,pages_03_04.json,48,"BLOOMINGTON-NORMAL, ILL.",1054,1054,508,50,108,388,0,31,18985,18985,13037,715,1197,4036,0
1973,pages_03_04.json,49,INSIDE CENTRAL CITIES,770,770,272,18,92,388,0,31,11940,11940,6669,224,1012,4036,0
